tweet	date
Asked what significance the extension of bishop appointment agreement between China and #Vatican has in bilateral relations, given that Vatican has "diplomatic relations" with Taiwan, FM spokesperson said that Taiwan is part of China, so should be referred to as “China's Taiwan ” https://t.co/irGwAYBoiv 	2020-09-22
Taiwan export orders from mainland up in August 	2020-09-22
Murder suspect Chan Tong-kai still willing to surrender to Taiwan: Carrie Lam 	2020-09-22
HK Chief Executive Carrie Lam said Chan Tong-kai — the man who killed his girlfriend, triggering social unrest in HK — is still willing to surrender to Taiwan and HKSAR govt is willing to offer assistance if needed. https://t.co/j0On37vUe9 	2020-09-21
The #Taiwan agent for the mainland's streaming platform #iQIYI will stop providing customer service for the firm starting Oct 15 at the request of Taiwan authorities, an imitation of the US' behavior of disrupting companies by abusing governmental power. https://t.co/GGxPNYCTgZ https://t.co/TPJPk2SujZ 	2020-09-21
Streaming giant #iQIYI's #Taiwan agent #OTT Entertainment said that it will stop customer services of iQIYI Taiwan station starting from Oct 15. Earlier, Taiwan authorities amended regulations targeting iQIYI to prohibit mainland OTT operators from acting as agents. https://t.co/a5EaSIBa24 	2020-09-21
The US is reportedly planning to sell sea mines to the island of #Taiwan, but Taiwan's use of them to slow down a potential #PLA amphibious landing will not succeed, thanks to the PLA's minesweeping vessels. https://t.co/TJVLFfyRWg https://t.co/P4TTimpLPs 	2020-09-21
#Opinion: DPP authority has chosen to act like self-important puppets with strings in foreign hands, and repeatedly misguides the #Taiwan people's perception of cross-Straits ties. If this is not a threat to Taiwan, then what is? https://t.co/pSIBbXHy7Q https://t.co/08PlgTbVFH 	2020-09-21
#Opinion: Whatever arms Taiwan buys, it will not be able to change the power imbalance between the mainland and Taiwan. The fact is that Taiwan’s military capabilities are nowhere close to what the PLA can do. https://t.co/OtrvvXPilu 	2020-09-21
#Opinion: The collusion between the US and the DPP authority is threatening the safety and welfare of all Taiwan people, and regional security. The Tsai authority should either stop playing with fire before it is too late, or prepare for dire consequences. https://t.co/pSIBbXpWJg https://t.co/tFcGg3Xa78 	2020-09-21
#Taiwan's economy and trade break-off from Chinese mainland is a dream, despite relying more on the US politically: observers https://t.co/uL8wodDXMx https://t.co/hC0S4D2XEO 	2020-09-21
#PLA flotillas recently held multiple mine-sweeping exercises amid Taiwan's attempt to deploy sea mines in the Taiwan Straits. https://t.co/TJVLFfhgxG https://t.co/vur6n6g6gH 	2020-09-21
"Taiwan secessionism" is a dead end. Connivance and support for that aim are doomed to fail. Any act that undermines China's core interests and interferes in China's internal affairs will be vigorously countered by China: FM 	2020-09-21
China will certainly take legitimate countermeasures, including targeting individuals, said FM spokesperson Wang Wenbin after US Undersecretary of State Keith Krach completed his visit to the island of Taiwan. 	2020-09-21
FM says China will take legitimate countermeasures following US Undersecretary of State's visit to Taiwan 	2020-09-21
Taiwan is an inalienable part of Chinese territory and the so-called "middle line" in the Taiwan Straits does not exist: FM spokesperson Wang Wenbin https://t.co/8YcFVS20l5 	2020-09-21
On Sep 18, the #PLA began to hold drills near Taiwan Straits. This is the second round of drills conducted by the PLA East Theater Command since August as US Under Secretary of State Keith Krach visits the island following Health Secretary Alex Azar’s trip to Taiwan. https://t.co/Jq6QrjTodu 	2020-09-20
As Taiwan residents, we worry that the separatist DPP’s propaganda would use recent tensions in the Taiwan Straits to legitimize purchase of US weapons, which costs huge amounts of money and further endangers the island: Taiwan attendee of Straits Forum  https://t.co/KndahbgD5N https://t.co/PTpPI6maaX 	2020-09-20
The #PLA’s latest drills in the #Taiwan Straits deployed the J-10, J-11, J-16 fighters, H-6 bombers and Y-8 anti-submarine aircraft, which showed the drills were realistically combat-oriented and a rehearsal for a Taiwan takeover: analysts https://t.co/2SwQDZSWJd https://t.co/gCfm1sjQva 	2020-09-20
Japan ex-official's visit to island of Taiwan aims to appease US, show presence in region, and Tokyo may serve as mediator if China-US confrontation continues and escalates, analysts say. Regional stability is in line with Japan's interests.  https://t.co/MX2LDBwYE9 https://t.co/o9AC5TnrjZ 	2020-09-20
The ongoing Straits Forum in Xiamen shows the Chinese mainland is handling the complicated situation with "two hands" – supporting exchanges to serve the benefits of Taiwan compatriots, and increasing military pressure to deter Taiwan separatism: experts https://t.co/KndahbgD5N https://t.co/GMBwuVbzPP 	2020-09-20
The PLA conducted nearly 40 warplane sorties in the Taiwan Straits in two consecutive days of military drills. These warplanes are capable of seizing air superiority and command of sea over the Taiwan island and in the Straits, mainland analysts said.  https://t.co/2SwQDZSWJd https://t.co/vdqhqlnBBw 	2020-09-20
Taiwan separatism is a dead end, &amp; any attempt to build oneself up by pulling in foreign forces and to split China will only bring unbearable risk to Taiwan: Wang Yang, a top Chinese official, said at the Straits Forum. https://t.co/Mhtrc8XZpv 	2020-09-20
.@LuckincoffeeO said it has suspended an employee from the island of #Taiwan for publishing inappropriate comments on the island and the Chinese mainland on Facebook. The company apologized for the incident, and vowed to take a firm stance on safeguarding China's national unity. https://t.co/kQG1dVJHBE 	2020-09-20
China has contacted Japan to clarify a local media report alleging  the Japanese leader wants to hold a phone call with the leader of Taiwan region Tsai Ing-wen, and, Japan has replied that it would absolutely not happen: Chinese Foreign Ministry spokesperson Wang Wenbin https://t.co/CRUTKpgcnW 	2020-09-19
PLA Air Force reportedly dispatched 19 sorties of J-16, J-11, J-10, H-6 and Yun-8 fighter jets, bomers and renaissance plane to the airspace southwest of Taiwan Island,Saturday morning, to conduct another day of war exercise, following 18 sorties on Friday. (File Photo) https://t.co/xbW1XYgpp0 	2020-09-19
Voice:Taiwan leader Tsai Ing-wen, who pledged deeper ties with the US at a dinner for a visiting senior State Department official,is clearly playing with fire. If any act of her provacation violates the Anti-Secession Law of China, a war will be set off and Tsai will be wiped out https://t.co/hPZl42dVb1 	2020-09-18
#PLA Navy announced more sea drills to shore up combat readiness, as US is stoking tensions involving Taiwan. https://t.co/cuuQoGpzl7 https://t.co/RLd5buoi1w 	2020-09-18
#Malaita, a #Solomon Islands province infamous for its pro-Taiwan stance, clamored to call off a flight returning from the #Chinese mainland. It has been frequently seen playing tricks in attempts to damage the Sino-Solomon relationship. https://t.co/joHWnZKGYv https://t.co/JFe5fcXzX2 	2020-09-18
#Editorial: The mainland is determined to take all necessary means, including military options, to prevent the US and the island of Taiwan from upgrading their provocations. https://t.co/ASORAdR2Ry https://t.co/drGC1qDA62 	2020-09-18
#Editorial: PLA Friday drills are not a warning, but rehearsal for #Taiwan takeover. https://t.co/ASORAdR2Ry https://t.co/pNxpSbc58z 	2020-09-18
"There is no middle line of the Straits," #PLA pilots responded when flying across the so-called "middle line of the #Taiwan Straits" on Thursday as the island's military called them to turn around, Taiwan media reported on Fri. https://t.co/UxDD42xWzK 	2020-09-18
The more aircraft carriers the #PLA has the better, as they mean significant capability boost to deter a possible foreign intervention in the Taiwan question, and that the PLA can finish the mission at the lowest cost: experts https://t.co/CkH5Aru8KQ https://t.co/GoISLW1vk2 	2020-09-18
The #PLA’s Eastern Theater Command said “Abandon all illusions and prepare for combat” on its official Sina Weibo account on Fri in response to mainland netizens’ discussions on the live-fire exercises it is conducting in the Taiwan Straits. https://t.co/Fj2s5dImxG 	2020-09-18
PLA drills in Taiwan Straits only a day after US Undersecretary of State Keith Krach arrived in Taiwan shows PLA's combat-preparedness. If war breaks out, it may take only hours for the PLA to seize air and sea superiorities: analysts 	2020-09-18
PLA is holding real combat-oriented drills in Taiwan Straits amid rampant secessionist moves, including warplane sorties from four directions. Mainland experts said the PLA exercises made Taiwan secessionists ‘turtles in a jar’. 	2020-09-18
China has lodged solemn representations in opposition to the US ambassador to the UN's lunch meeting with Taiwan island's top official in New York, said Geng Shuang, China's deputy permanent representative to @UN . https://t.co/qpGYpSSTQT 	2020-09-18
Since Fri, #PLA Eastern Theater Command is conducting live-fire exercises near Taiwan Straits. This is legitimate and necessary for the mainland to protect its sovereignty and integrity, Ministry of National Defense spokesperson, Senior Colonel Ren Guoqiang said on Fri. https://t.co/KjzCRS4TFk 	2020-09-17
If the US wants to support #Taiwan to become a UN member, then Article 8 of the Anti-Secession Law of China will be activated, which means China shall use non-peaceful and other necessary means to solve the Taiwan question once and for all: expert https://t.co/TeZKLerz9D https://t.co/MmQixt3IXN 	2020-09-17
#Opinion: As concerns over aftershocks from Vystrcil's Taiwan visit to business between China and Czech Republic linger, it’s necessary for Vystrcil to make a timely clarification about the provocation to dispel such anxiety. https://t.co/td3OJmEabY https://t.co/b3UkAQQqEm 	2020-09-17
Krach's visit to #Taiwan can infuriate Beijing, and he avoided touching on the trade and investment agreement with the island, which can benefit the people of the island. The US is just making use of rather than helping Taiwan: Taiwan professor https://t.co/TeZKLerz9D https://t.co/ZEdxUnESHy 	2020-09-17
#Opinion: Krach's visit to Taiwan is in the name of Lee Teng-hui's memorial service, which not only exposes US ulterior intentions but also greed. https://t.co/A87cjZ3v0L https://t.co/F3mN7VaJQe 	2020-09-17
The US Under Secretary of State Keith Krach's visit to the Taiwan island is another attempt by the US to hype up the "Taiwan question" and stir up trouble in the region. Check out the infographic for the US' moves amid the #COVID19 pandemic. https://t.co/Ks0rgbRKcC 	2020-09-17
#Huawei crisis is a warning shot for more Chinese tech firms &amp; supply chain. By investing more in R&amp;D, more firms are accelerating self-developed technologies to reduce reliance on #US and diversifying supplies sources to #SouthKorea, #Japan and #Taiwan. https://t.co/CC1OxHTrOO https://t.co/QoqD4poF5g 	2020-09-17
China urges US to understand extreme sensitivity of #Taiwan question, and stop all forms of official exchanges with the island, after it announced Undersecretary of State Keith Krach would visit Taiwan to attend memorial service of former Taiwan regional leader Lee Teng-hui: FM https://t.co/uzEECTc72n 	2020-09-17
The #Taiwan "defense authorities" said on Wednesday that media reports of US plans to sell seven major weapons systems to the island were merely speculation by local media, media reported on Thursday. https://t.co/POf69pLYWD https://t.co/n6MErrDdrA 	2020-09-16
#Opinion: The island of #Taiwan has never managed to hold an equal position in trade talks with the US. Some Taiwan business people believe that the higher-level US officials pay visit to the island, the more Washington will demand from the island. https://t.co/i23nKUEa3T https://t.co/BQuENijiFm 	2020-09-16
#环球时报Editorial: An increasing number of people are worried that the Taiwan Straits will be the most likely powder keg in the China-US competition and people on the island will be plunged into misery.  https://t.co/u2Knqpi9qo https://t.co/GEuQXBJSOl 	2020-09-16
To prevent a military conflict, the Chinese mainland can impose economic sanctions to make relevant countries and politicians who challenge China's sovereignty on the #Taiwan question feel the pain, and China had successfully done so in the past: expert https://t.co/U1YMYPSJvy https://t.co/ksrG6LZxTG 	2020-09-16
The US has increased provocation to try to push back China's bottom line on the #Taiwan question, and Washington could further provoke before the US presidential election, as Krach is reportedly scheduled to visit Taiwan this week: expert https://t.co/YW1rYNPRaq 	2020-09-16
#环球时报Editorial: For the island of Taiwan, promoting relations with the US is nothing but a way to quench its thirst by drinking poison. https://t.co/u2Knqp0y1O https://t.co/VtJwSL6enb 	2020-09-16
Military drills will be held in waters of the East China Sea from 8:00am to 6:00pm Thurs, maritime safety administration of E China's Zhejiang Province announced on Wed. #Taiwan media reported US Undersecretary of State Keith Krach will visit the island from Thurs to Saturday. https://t.co/aRNvloDCqU 	2020-09-16
Chinese FM congratulated Nobuo Kishi for becoming Japan's new defense minister, saying China hopes Japan abides by the one-China principle. Taiwan media had hyped Kishi as "super friendly" to regional authorities for his previous visits to the island. https://t.co/aIyIl16RAX https://t.co/ZXtS09C3mH 	2020-09-16
Taiwan media said China Central Television sent an apology statement to KMT under the coordination of the Taiwan affairs office of the State Council, but the office spokesperson said the report is totally not consistent with the facts. https://t.co/7sMxcMXhRg https://t.co/NqeXpO8cfi 	2020-09-16
Responding to US undersecretary of state Keith Krach's plan to visit Taiwan, Ma said that the Chinese mainland has asked the US to stop official exchanges with the island and abide by the one-China principle. https://t.co/1MmJZ1QZGf 	2020-09-15
Taiwan's Democratic Progressive Party is sacrificing Taiwan people's interests and health to develop ties with #US by importing problematic US farm products, which should alarm Taiwan people, said Ma Xiaoguang, spokesperson of Taiwan Affairs Office of the State Council. https://t.co/sadyowJZPh 	2020-09-15
#PLA's military exercises in recent days are necessary moves targeting the cross-Straits security situation and protecting China's sovereignty, said spokesperson of the Taiwan Affairs Office of the State Council https://t.co/xIaPTinYzs 	2020-09-15
It simply shows the guilty conscience of the #Taiwan media and military as they deliberately hype a launch mission of the mainland in the Yellow Sea that is purely for commercial use: experts  https://t.co/0iiTqIDnU8 https://t.co/kS2oqupvTG 	2020-09-15
US issued 145 visas to Chinese mainland students in July (0.7% of the same month in 2019), while 900 were issued to #HKSAR and #Taiwan students. Analysts attribute the reason to US restrictions and declining popularity as destination for overseas study. https://t.co/GU9WhiVRkG https://t.co/LUX19Z6t0D 	2020-09-15
Despite of @iingwen’s growing hostile policies toward the mainland, #Taiwan businesspeople say it’s impossible to abandon the mainland market, especially after #COVID19 wanes, as economic decoupling is an “empty” political promise. https://t.co/g3rV5i5x1c https://t.co/xt1ybQuB4j 	2020-09-14
