tweet	date
Chinese central government will send medical workers to S China’s #HongKong to help with nucleic acid tests and build temporary quarantine and treatment facilities, the State Council's Hong Kong and Macao Affairs Office announced on Friday https://t.co/EZnyhCsBKU 	2020-07-31
The Central People's Government on July 29 stated on matters related to the postponement of the seventh-term Legislative Council election of the Hong Kong Special Administrative Region. https://t.co/ZpKwkd3ME4 https://t.co/iu7NIZnHYr 	2020-07-31
A total of 9,216 people have been arrested as of June 30 in relation to protests over #extraditionbill in #HongKong, 40.4% of which students, #HK police said on Wed. 1972 of them have been prosecuted. https://t.co/l26p3zATxj 	2020-07-29
EU should respect China's position and actions on safeguarding national security in Hong Kong and stop interfering in HK affairs and China's internal affairs, a Chinese FM spokesperson said Wed in response to EU's restrictions on the export of sensitive tech and equipment to HK. https://t.co/XA7IlNTMkL 	2020-07-29
#China's Hong Kong SAR suspends extradition treaties and judiciary assistance treaties with #Canada, #Australia, and the #UK in response to their previous interference in China's internal affairs, Chinese FM said Tuesday. https://t.co/WvoAKozsIO 	2020-07-28
The central govt attaches great importance to the recent #COVID19 outbreak in #HongKong and will provide all necessary support at the request of local govt, the Liaison Office of the central govt in HK said. HK has reported new cases of over 100 for five consecutive days. https://t.co/IVJ4tOvJcL 	2020-07-26
S China's #HongKong reported 128 newly confirmed #COVID19 cases on Sunday, the 5th straight day when daily new cases surpassed 100, bringing #coronavirus case toll in the city to 2,633: HK Center for Health Protection https://t.co/NLfZOuf8El 	2020-07-26
China will consider not recognizing British National Overseas (BNO) passport as a viable travel document and reserve the rights to further take action after #UK released more info on new #HongKong BNO visa that allows their holders to move to the country for residency: Chinese FM https://t.co/yxsImkRQCc 	2020-07-23
China urges the UK to abandon the illusion of continuing its colonial influence in #HongKong and immediately correct its mistakes to avoid further damage to China-UK relations: Chinese FM spokesperson said in response to UK's suspension of the extradition treaty with HK https://t.co/HUU3YvH5QD 	2020-07-21
#UK has suspended its #extradition treaty with S China's #HongKong, announced British Foreign Secretary Dominic Raab in a statement to the House of Commons on Monday, Sky News reports https://t.co/6zIGbvooo5 	2020-07-20
China urges the British side not to go further down the wrong path to avoid further damage to China-UK ties, Chinese FM spokesperson said on Mon, after UK foreign secretary Dominic Raab said he may suspend the UK's extradition treaty with Hong Kong. https://t.co/kz0WPJOAl6 	2020-07-20
The China Development Bank (CDB), one of the country's major policy banks, provided 200.2 billion yuan (about 28.6 billion U.S. dollars) in financial support to the Guangdong-#HongKong-#Macao Greater Bay Area in the first half of 2020. https://t.co/NvM9hO4UKD 	2020-07-19
#PeoplesDailyComments: The “Hong Kong Autonomy Act” fabricated by the U.S. and the sanctions on China reflect typical hegemonic thinking and bullying mentality. Gross interference in Hong Kong affairs is doomed to fail https://t.co/j76mAvFHD9 https://t.co/PeztPJJOUE 	2020-07-18
#Shenzhen, the tech hub in S China, requires anyone arriving from #HongKong to provide a nucleic acid test result within 72 hours and to be subject to 14-day quarantine, as #HK reported a record number of new #COVID19 cases this week https://t.co/caJqnE0Poz 	2020-07-16
Twenty-four #5G base stations have been installed on the 55km #HongKong-#Zhuhai-#Macao #Bridge in S China, world's #longest sea crossing bridge, with an average speed of 600 megabits per second (Mbps), according to Department of Transportation of Guangdong Province. https://t.co/osqXWC7pBj 	2020-07-16
China strongly opposes and condemns US President Donald Trump’s signing of the so-called "Hong Kong Autonomy Act,” which has grossly interfered in China's internal affairs and seriously violated international law and the basic norms governing international relations: Chinese FM https://t.co/0hRI8hmMVB 	2020-07-14
S China's #HongKong re-tightens anti-epidemic measures: restaurants banned from offering eat-in meals from 6pm to 5am; mandatory mask-wearing;12 types of premises such as gyms and KTV closed for 7 days to control #COVID19, Chief Executive Carrie Lam announced on Monday evening. https://t.co/GjardZhlXG 	2020-07-13
Hong Kong's secondary and primary schools and kindergartens will begin summer vacation next Monday as the government will start to strengthen social distancing measures amid a resurgence of #COVID19 cases. https://t.co/IkResyEZen 	2020-07-10
Russian President Vladimir Putin said Russia opposes all kinds of provocative actions that violate China's sovereignty, and believes China is fully capable of ensuring long-term prosperity and stability in #HongKong https://t.co/3WvdwFpAxk 	2020-07-08
The Office for Safeguarding National Security of the Central People's Government in the #HongKong Special Administrative Region was inaugurated on Wednesday morning. https://t.co/5AzcXdF4ag 	2020-07-07
Implementation Rules for Article 43 of the Law of the People's Republic of China on Safeguarding National Security in the Hong Kong Special Administrative Region were gazetted on Monday and took effect on Tuesday: HKSAR government. https://t.co/beNt4tkl8T https://t.co/1KFSrMzW2z 	2020-07-06
Glorious sunrise seen at #VictoriaHarbor in S China's #HongKong. https://t.co/w4BmoAbqEc 	2020-07-06
The Committee for Safeguarding #NationalSecurity of S China's #HongKong Special Administrative Region (#HKSAR) convened its first meeting on Monday, according to a statement of the HKSAR government. https://t.co/s7av7xZePR 	2020-07-06
#PeoplesDailyComments: Newly passed national security law a seawall safeguarding long-term prosperity, stability of Hong Kong https://t.co/6Fa6DHBmLV https://t.co/OH5fiH659h 	2020-07-04
The #HongKong SAR government on Friday announced that Chief Executive Carrie Lam would chair the HKSAR Committee for Safeguarding National Security, which has been officially set up. https://t.co/XVXi0JVo2k 	2020-07-03
Zheng Yanxiong was appointed as head of the Office for Safeguarding National Security of the Central People's Government in the Hong Kong Special Administrative Region. (file pic) https://t.co/6CnzOHj3aD 	2020-07-03
Luo Huining was appointed as national security adviser to the Committee for Safeguarding National Security of the Hong Kong Special Administrative Region. (file pic) https://t.co/MRwBb2YabS 	2020-07-03
The Foreign Affairs Committee of the National People's Congress, China's national legislature, on Thursday voiced strong condemnation of and firm opposition to the passage of the so-called "Hong Kong Autonomy Act" by the United States. https://t.co/oNwFbL4dNQ 	2020-07-02
#PeoplesDailyComments: Hong Kong national security law helps ensure long-term stability of "one country, two systems" https://t.co/HUDwK9kNqE https://t.co/NZ95Mu7yb4 	2020-07-02
"All of us are also happy to see a peaceful society coming back again in recent days." Hong Kong residents warmly welcome #NationalSecurityLaw for HKSAR https://t.co/D4CDiETfFY https://t.co/IASchMSjJ5 	2020-07-01
The Hong Kong SAR gov’t condemned rioters’ violent and illegal acts and voiced full support to local police after around 370 were arrested on Wed for unlawful assembly, possession of offensive weapons, and other offenses, including 10 for violating the #NationalSecurityLaw. https://t.co/5xgHeySl31 	2020-07-01
Over 180 have been arrested for participating in unauthorized assemblies, disorderly conduct, possession of offensive weapon and other related offences, including 7 for suspected violation of the #NationalSecurityLaw: Hong Kong Police. (file photo) https://t.co/DeW0oSORCj 	2020-07-01
The Law of the People's Republic of China on Safeguarding #NationalSecurity in the #HongKong SAR shows the central government's commitment to "one country, two systems" and high trust in the HKSAR, HKSAR Chief Executive Carrie Lam said on Wednesday. https://t.co/pZFsCTLs7p 	2020-07-01
The national security law for the #HongKong SAR marks a milestone in advancing “One Country, Two Systems,” Hong Kong and Macao Affairs Office of the State Council Deputy Director Zhang Xiaoming said on Wednesday. https://t.co/X1YMsPOaFX https://t.co/NHZhGJ72Ve 	2020-07-01
The Hong Kong Garrison of the Chinese People's Liberation Army on June 30 conducted a joint drill to test its defense capabilities. The troops carried out rescue, patrol, and combat training exercises. https://t.co/MlAC2p6OQq 	2020-07-01
Speaking at the 44th session of the United Nations Human Rights Council on Tuesday, Cuba on behalf of 52 countries welcomed the adoption of the law on Safeguarding National Security in the #HongKong Special Administrative Region by China's top legislature. https://t.co/PivXP4FRzx 	2020-06-30
Flag-raising ceremony to celebrate the 23rd anniversary of #HongKong's return to China was held on Wednesday in HK. https://t.co/pkbTQhYZWD 	2020-06-30
Chinese lawmakers Tuesday voted to adopt the Law of the People's Republic of China on Safeguarding National Security in the #HongKong SAR. https://t.co/S4lBsoGCn8 https://t.co/ymYwYZz4Tq 	2020-06-30
China to take countermeasures to safeguard its national interests in response to the #US revocation of #HongKong's special status, Foreign Ministry spokesperson Zhao Lijian said on Tuesday, adding intimidation never works on China. https://t.co/qxaEATAXCR 	2020-06-30
Chief executive of China's Hong Kong SAR Carrie Lam said on Tuesday that the United States' move to end its special treatment for Hong Kong has little influence on the city, and Hong Kong will resolutely support Beijing if the central government took any countermeasures. https://t.co/Y9cB37P6T1 	2020-06-29
China will put visa restrictions on some US individuals with egregious conduct related to the Hong Kong SAR after Washington announced visa restrictions on some Chinese officials over the city, Foreign Ministry spokesperson Zhao Lijian said on Monday. https://t.co/e6QC9HdVW1 	2020-06-29
The Standing Committee of the 13th National People's Congress (NPC), China's top legislature, started its 20th session Sunday to review multiple bills, including a draft law on safeguarding national security in Hong Kong. https://t.co/ZcRR4jezmf https://t.co/Ym9EOMBEdu 	2020-06-28
#HongKong will introduce national security law to local students through courses, HK Secretary for Education Kevin Yeung Yun-hung told media on Friday, calling on Hong Kong citizens to support the legislative work to safeguard national security. https://t.co/TTBAnYasM3 	2020-06-27
China urged the US to withdraw the decision to restrict visas for Chinese officials over #HongKong, stop interfering in China's domestic affairs, said spokesperson of Chinese Embassy in the US on Sat, adding that HK affairs allow no external interference. https://t.co/q2ovmbUUv5 	2020-06-27
The Hong Kong Special Administrative Region (HKSAR) government expressed on Friday strong opposition to the passage of the so-called "Hong Kong Autonomy Act" by the U.S. Senate. https://t.co/HykeeC9EA5 https://t.co/0PBCaktiDW 	2020-06-26
The legislation on safeguarding #nationalsecurity in the Hong Kong SAR will enable the vast majority of Hong Kong residents to better enjoy the advantages under "one country, two systems," officials of China's central authorities said on Tuesday. https://t.co/g6xKbEzj63 	2020-06-24
The Foreign Affairs Committee of the National People's Congress (NPC), China's national legislature, on Saturday voiced strong condemnation of and firm opposition to a so-called European Parliament resolution on NPC's Hong Kong national security legislation. https://t.co/fciscjwHIW 	2020-06-20
Chinese central government will establish a commissioner's office for #NationalSecurity affairs in S China’s #HongKong to safeguard national security, said the draft law on #NationalSecurity for #HK https://t.co/KZ69OQrrpH 	2020-06-20
China's top legislature on Saturday concluded a session to review a draft law on administrative discipline for government employees, and a draft law on safeguarding national security in Hong Kong, among other documents. https://t.co/bFQC3zbFRj https://t.co/m5ANH88n5f 	2020-06-20
China's top legislature on Sat condemned the EU's latest resolution, which makes unwarranted criticism against the national security legislation in #HongKong. https://t.co/4vSRVlW7fm https://t.co/70sBNM9yft 	2020-06-20
Scenes along the #VictoriaHarbour capture the beauty of #HongKong. (China Daily) https://t.co/0iBxC78MR4 	2020-06-18
What a view! Rainbow bridge 🌈 connecting S China's #HongKong and Shenzhen was spotted after heavy rain on Wednesday. #nature https://t.co/oV18Yz8sNG 	2020-06-17
S China’s #HongKong’s unemployment rate increased to 5.9% in May, hitting a record high in more than 15 years, said Hong Kong Special Administrative Region (#HKSAR) government on Tuesday. https://t.co/4nvSKayRjW 	2020-06-16
The Hong Kong police said on Sat they arrested 43 people (28 men and 15 women) involved in illegal assemblies and violent acts at various places in Hong Kong on Fri night. Some people threw hard objects from height targeting police officers. (file pic) https://t.co/5wQ6LzScVa 	2020-06-13
As more external forces interfere in #HongKong's internal affairs, #China’s determination to legislate a national security law for HK becomes stronger. China has expressed its strong dissatisfaction about the #UK’s six-monthly report on HK: Chinese FM spokesperson https://t.co/mac2DpOXij 	2020-06-12
The toxic and extreme ideas of so-called "Hong Kong independence" must be eradicated in #HongKong schools and the local education system must stick to the #OneCountryTwoSystems principle: Hong Kong and Macao Affairs Office of China's State Council on Fri https://t.co/8VbGtkvWx9 	2020-06-12
S China’s #HongKong government has spent over 66 million Hong Kong dollars (8.5 million U.S. dollars) to repair public facilities which were destroyed during social unrest in 2019, said HK Secretary for Transport and Housing on Wednesday. https://t.co/ZLK2AlOrgK 	2020-06-10
