tweet	date
"Hong Kong officials are not afraid of sanctions and the regional government is confident to recover economy and handle threats, HK Chief Executive Carrie Lam says at National Day ceremony. https://t.co/eGPEfIxYai https://t.co/A1kGm2CfXL "	10/1/20
"A group of young #HongKongers sang the Chinese national anthem in front or Hong Kong Convention and Exhibition Center in Wan Chai on Thursday, waving Chinese national flags, to celebrate the National Day. https://t.co/dbl8cTtgIy "	9/30/20
A flag-raising ceremony was held at Hong Kong's Heung To Secondary School (Tseung Kwan O) on Thursday morning to celebrate the National Day. https://t.co/9iDBocK4ou 	9/30/20
"Hong Kong SAR held a flag-raising ceremony on Thu to mark the 71st anniversary of the founding of the People's Republic of China. Helicopters also flied over the Victoria Harbor, displaying the national flags and regional flags. https://t.co/agX6JsCRkG "	9/30/20
Shenzhen Yantian People's Procuratorate approved the arrest of 10 Hongkongers for illegally crossing the border area. It approved arrest of another two for organizing illegal border crossing. The case is still under investigation. https://t.co/uk7MSe1Q0Q 	9/30/20
"Growing strength of the country has prevented #HongKong from falling into the abyss of a color revolution. The enacting of the national security law for HK has ended the turbulence, ushering a major transition from chaos to rule of law, said Luo Huining, HK liaison office chief. https://t.co/G5mjyUrKo3 "	9/30/20
"With majority of pan-democracy lawmakers in #HongKong to serve extended terms in #LegCo, experts believe that political battles will persist until first trial under #NationalSecurityLaw for #HK shows stronger deterrent effect. https://t.co/cNBKu6ytT5 https://t.co/3jWsxB1doQ "	9/29/20
"The HKSAR govt said they will extend the current inbound quarantine measures to Dec 31, which means all arrivals are required to undergo 14-day compulsive isolation after arriving in Hong Kong. The govt will tighten or relax restrictions depending on the situation. (File Photo) https://t.co/hxeXZ3hdfd "	9/29/20
"Under the #NationalSecurityLaw, reckless moves of rioters in #HongKong are not tolerated, the Liaison Office of Central Govt in #HKSAR said Tue as a warning to those black-clad rioters who had been planning illegal protests and subsequent rampage on China's National Day. https://t.co/wxIr03Y1ZF "	9/29/20
"The Hong Kong SAR government on Tue handed over the 150-meter-long Central Military Dock to the PLA Hong Kong Garrison. The Garrison has agreed to consider opening the Military Dock to allow the public to enter non-restricted areas, HK CE Carrie Lam said "	9/29/20
A ceremony marking HKSAR's handover of a military dock to the PLA HK Garrison was held on Tue. The 150m-long dock on the northern shore of Hong Kong Island is the last military facility required to be re-provisioned for use by the HK Garrison. https://t.co/2WcMXDhk0Z 	9/29/20
"Regarding the revision of #HongKong press criteria, #HKSAR CE Lam emphasized the authority's respect for freedom of press. @hkpoliceforce has always been objective and open in law enforcement without being selective or cracking down on certain groups. https://t.co/wJuqfVUtX9 "	9/28/20
"#HongKong is working with mainland and Macao to allow those who have negative nucleic acid test results to be exempted from the 14-day quarantine, hoping to normalize personnel exchanges soon: Chief Executive Carrie Lam "	9/28/20
"#HongKong Education Bureau collaborates with pro-establishment education agency to provide teacher trainings on the Basic Law, the Constitution, and the #NationalSecurityLaw for HK. https://t.co/hed30tmxri https://t.co/dPcMQAH31f "	9/28/20
#HongKong's chief secretary for administration Matthew Cheung Kin-chung said Monday there is little chance of resuming travel between Hong Kong and the mainland and Macao before National Day. https://t.co/2hnbcBC7nq https://t.co/zogd6xvGKO 	9/28/20
"#JUSTIN: @hkpoliceforce told GT that it rejected the appeal of #HongKong opposition group Civil Human Rights Front to protest on Oct 1. After evaluating high risks of a possible illegal protest, the police will deploy at least 6,000 staff to enforce the law on the day. https://t.co/MAkXCIKoHq "	9/28/20
"The 40th Hong Kong Film Awards, scheduled to be held in 2021, will be postponed until 2022, as most cinemas in #HongKong have been unable to operate normally this year due to COVID19, and expected movie releases were pushed back, reports said. (File photo) https://t.co/NZguZBE8xx "	9/28/20
"#AntBank (Hong Kong), a subsidiary of Ant Group, officially opened its doors Mon, offering 7/24 electronic banking services to HK residents. Local users are now able to download the app on their mobile devices and open accounts remotely in 3 mins with a permanent identity card. https://t.co/ZUUVDhSv0v "	9/28/20
"Starting from Oct 10, Hong Kong and Macao residents will be able to apply for updated travel passes to the Chinese mainland in any Chinese cities above county level, meaning they don’t have to travel back to their home cities to apply if their passes expire, are broken or lost. https://t.co/tEbIiyqf5F "	9/27/20
"Hong Kong Stock Exchange may include listed #biotechnology companies in stock connect schemes to lure investment from #Chinese mainland investors. So far, 154 biotech companies have listed on HKSE since 2018:  Li Xiaojia, chief executive of @HKEXGroup https://t.co/aIrpHqFCM6 "	9/26/20
Guangdong Provincial Public Security Department revealed details about 12 Hong Kong people who were detained due to illegal entry into mainland waters. They were seized 26 nautical miles from HK waters. https://t.co/QNJK30ZQKV https://t.co/lYd9lAtdka 	9/26/20
"The PLA Hong Kong Garrison organized a joint maritime and air patrol on Friday, during which the armed forces carried out a range of practical exercises, including search and rescue, joint verification and mutual confrontation, based on patrol tasks. https://t.co/M6q2V85giz "	9/25/20
"@lukedepulford always targets me, #HongKong lawmaker Junius Ho denounces a #UK politician and also the Solicitor Disciplinary Tribunal for disclosing confidential info about him, interfering in the independence of the legal system. https://t.co/t7mcPuTEXP https://t.co/iFHENNiXwz "	9/24/20
"Hong Kong lawyer urges denial of bail for Joshua Wong, who will be brought to court on Wed, as the riot leader’s multiple offenses may add to his sentence if convicted, increasing risk of him fleeing the city. https://t.co/ONRNKFqvIi https://t.co/LCUYnuhPx0 "	9/24/20
"The death of US journalist @AndreVltchek triggered discussion on Chinese social media as he was proactive on the #HongKong social turmoil in 2019, debunking Western propaganda &amp; distorted narratives about black-clad rioters. https://t.co/9oID4vynBC https://t.co/gtY4Cq0fMz "	9/23/20
"Some grades in kindergartens, middle schools and high schools in #HongKong resumed classes on Wednesday under strict #COVID19 preventative measures. Students will only take half-day classes for now. The remaining grades in the city will go back to school on Sep 29. https://t.co/GB4Oj4WoWL "	9/23/20
#JUSTIN: #HongKong High Court denied the legal bid by @joshuawongcf to overturn the district council election ban on Wednesday: local media reports https://t.co/LVXp1dBjwv 	9/23/20
"#HK priest said #HongKong murder suspect Chan Tong-kai, whose case triggered months-long social unrest in 2019, has been living in a police safe house since last October waiting to surrender to #Taiwan after #coronavirus travel restrictions are lifted. https://t.co/9dlZJfJyBZ https://t.co/57zRY1em6l "	9/22/20
"There are still no currencies to replace the US dollar, but market skepticism over the dollar's value is rising; the push for globalizing the yuan should be quickened and Hong Kong needs to get ready for it: #HKEX chief executive https://t.co/AfhFcTgEXV "	9/22/20
Hong Kong Disneyland is reportedly to reopen on September 25 with limited number of visitors allowed and strict health measures. https://t.co/aVcJFaPcMN 	9/22/20
"#HongKong's second-quarter #GDP shrinks 9% y-o-y, disrupted by decline in consumption, tourism industry and transportation amid #COVID19 https://t.co/vurgBTf7Gt "	9/21/20
"Hang Seng Indexes Company announced it would include #Alibaba, China #Evergrande Group, #CATL and #BYD into the Hang Seng Shanghai-Shenzhen-Hong Kong (Selected Corporations) 300 Index, which measures the performance of the 300 largest firms listed in HK and #Chinese mainland. https://t.co/ySNaZYDn0a "	9/21/20
"China's Ministry of Finance issued 5 billion yuan ($739.8 million ) of government bonds in the Hong Kong SAR on Monday in additional to 2-year and 5-year treasury bonds in July, with yields at 2.44% and 2.59%, respectively. https://t.co/iUzqQZT2Nh "	9/21/20
"An HK resident was detained for common assault after she splashed a Chinese mainland student of City University of Hong Kong with liquid, hit, and verbally abused the student. (File Photo: https://t.co/KhKO1GTiB6) https://t.co/mo0C2lhmZ6 "	9/20/20
"A 28-year-old female researcher from University of Hong Kong was confirmed infected with #COVID19, who was responsible for genetic sequencing of the inactivated samples of the #coronavirus; but there is no evidence that she was infected at the lab: media report. https://t.co/HfmLi0DYbP "	9/19/20
"The Hong Kong Special Administrative Region government said on Fri that it is stepping up its infection-control measures as the next wave of COVID-19 infections, which are expected to hit in the winter, could be even more serious than the recent third wave.https://t.co/3xXqq8i2w4 https://t.co/fw4xyFCfX9 "	9/19/20
The #nationalsecuritylaw for #HongKong punishes very few and protects the vast majority of people. The legitimate rights and interests of Hong Kong people are safeguarded: Chinese FM said after veteran Australian judge resigns from #HK’s top court. https://t.co/DU9K6KtA8V 	9/18/20
"Chinese mainland firms such as Kuaishou and ZTO Express are rushing to launch IPOs in #HongKong, despite US President @realDonaldTrump saying ""Hong Kong will not be a successful exchange anymore."" https://t.co/Wxzf9OeYob https://t.co/B0GRnWhcGA "	9/17/20
"With 1.78 million specimens tested and 32 new patients identified, mainland medical experts, who worked in relays to carry out round-the-clock #COVID19 testing over the past two weeks, have accomplished their mission in #HongKong. https://t.co/o9Fw5eGkoa https://t.co/8wm1WT46Uu "	9/17/20
"Chinese netizens mocked Germany's Friedrich Naumann Foundation for Freedom (@FNFGIHub) in #HKSAR, which closed its office due to concerns over #NationalSecurityLaw for #HongKong, calling it ""true threat to HK's safety."" https://t.co/akznKJYvyQ https://t.co/3hUEJVkG4c "	9/17/20
#HongKong #OceanPark is to resume operations on Friday with online reservations required after being suspended for more than two months due to #coronavirus. The park will receive visitors from 10 am to 6 pm on weekdays and 10 am to 7 pm on weekends. https://t.co/APJY50rL7k 	9/15/20
#HongKong eases #COVID19 restriction as no new local infections detected after $68 million was spent on city-wide coronavirus testing. https://t.co/1uZlvpZKcX https://t.co/RfWraiXTtW 	9/15/20
"A year after #HongKong-based moon-cake brand Taipan founder's son showed support of violent protests in the city, #Chinese mainland consumers have chosen to abandon the brand. https://t.co/zrWSVetDIj https://t.co/jEXJRFdmrJ "	9/15/20
"As China's first special economic zone, Shenzhen's miracle economic development has appealed to many of Hong Kong's young entrepreneurs to venture into business. In their view, the efficiency, vibrance and creativity from local people make Shenzhen prosperous. https://t.co/alGFLL0T95 "	9/15/20
A total of 1.78 million samples have been tested for #COVID19 in #HongKong as of 8 pm Mon during the citywide testing campaign. The entire operation has cost the #HKSAR government HK $530 million ($68.37m). https://t.co/NOPx06Pcrd 	9/15/20
1.72 million people have been tested and 26 new confirmed cases have been identified in the mass COVID19 testing in #HongKong. The city is braced for a health tracking QR code system to revive the economy and facilitate cross-border travel for residents. https://t.co/2oAtKj2Eu3 https://t.co/GKUZCKCmgz 	9/14/20
"A #COVID19 #vaccine based on mRNA technology and co-developed by Chinese, Germany and US companies is likely to be available in winter. If approved, 10 million doses will be provided to Hong Kong to protect about 5 million people. https://t.co/ojuU0Rew5j https://t.co/9ftI76UOY4 "	9/14/20
Business leaders and experts in Hong Kong and the Chinese mainland have applauded the Fraser Institute's designation of Hong Kong as the world's freest economy. https://t.co/QVhB7kl1Mg https://t.co/byCM8oIBOt 	9/13/20
A brigade from the PLA #HongKong Garrison recently conducted live-fire training to test the units’ ability to deploy various weapons. https://t.co/LKz5JMWss2 	9/13/20
"As many as 1,666,000 residents have been tested for COVID-19 in #HongKong's universal community testing program, who account for 22.2 percent of the city's population. https://t.co/TKQjadTg83 https://t.co/C8SO37pgyC "	9/13/20
"12 #HongKong anti-govt rioters are placed under criminal detention in #Shenzhen for illegally crossing the border, while @SpokespersonCHN refutes #Pompeo's praise for them as ""democracy activists,"" saying that they are attempting to separate HK from China. https://t.co/hS7u7LsKW2 "	9/13/20
"Chinese FM spokesperson Hua Chunying tweeted earlier on Sunday that the 12 arrested for illegally crossing border in waters ""are not democratic activists, but elements attempting to separate #HongKong from China."" https://t.co/5xyDsLcQey "	9/13/20
12 #HongKong residents have been put into criminal detention for illegally crossing the border area: Shenzhen police https://t.co/YNYychjEqP 	9/13/20
#Siemens told GT that it respects China's sovereignty after CEO's comment over #HongKong drew anger from Chinese netizens. https://t.co/4Jsx60Klgo https://t.co/aws5ISXwxL 	9/13/20
"A reporter records an exhibit at the media preview of Fine Classical Chinese Paintings 2020 Autumn Auction in Hong Kong, south China, Sept. 11, 2020. Sotheby's Fine Classical Chinese Paintings 2020 Autumn Auction will be held here on Oct. 8. https://t.co/R8drd9znaW https://t.co/BEMDqVtq6R "	9/12/20
#Siemens boss Joe Kaeser's recent comments on Hong Kong have drawn fury from Chinese netizens. https://t.co/ADDaR5Gc3Q https://t.co/XE0jmoSPc6 	9/11/20
"China has slapped reciprocal restrictions on diplomats and other personnel at the #US embassy and consulates in #China, including the US consulate in #HongKong: Chinese FM said on Friday. https://t.co/iBQ9dt4Xgn "	9/11/20
"#HongKong is a part of #China, and it is stupid and dangerous for anyone in the #UK to believe it can be an active player in the internal affairs of China, British historian Prof. Harry Dickinson told the Global Times. https://t.co/yDbdKxJsyR https://t.co/NF0MHGtd7W "	9/10/20
"A 74-year-old Swiss man appeared in a #HongKong court on Wednesday, charged with assisting rioters, disrupting social order and assaulting a man from the Chinese mainland last October. https://t.co/xu49XcGtnd https://t.co/1tgG6m6umt "	9/9/20
"#HSBC announced Wednesday that it has set up a fin-tech service company in #Shanghai. The bank has attracted criticism in China for its involvement in #HongKong's social unrest in 2019, and the malicious framing of Huawei's CFO Meng Wanzhou. https://t.co/KIgQA9diLW "	9/9/20
"From June 2019 to Sunday, HK police have arrested 10,016 people and prosecuted 2,210 of them amid social unrest. The top 3 offences were ""rioting"" (687 persons), ""illegal assembly"" (383 persons) and ""possession of offensive weapons"" (327 persons): Hong Kong Police https://t.co/onPnRM6k7Q "	9/8/20
"#HongKong suspects arrested in the mainland waters can get lawyers during trial. However, the attorneys must have acquired lawyer certificates issued in the Chinese mainland, rather than in Hong Kong: expert https://t.co/rQfDQgHqmZ https://t.co/ucTfpUjknv "	9/8/20
"Hong Kong resident Tam Tak-chi has been indicted on five charges for making seditious remarks and one charge for disturbance of action in public, local media reported. Tam has been summoned to court and prohibited from bail, as the judge moved the case to Nov 17. https://t.co/CCU4Nf3ApE "	9/8/20
"More than 1.5 million #HongKong residents have had samples collected for #COVID19 nucleic acid tests, and over 900,000 test results have been released: official https://t.co/5NuXobQZ40 "	9/8/20
"HK police issued a ticket to Agnes Chow Ting, one of the secessionist Hong Kong riot leaders, with five other people for violating gathering ban. https://t.co/enX2JEE65g "	9/7/20
"#HongKong reported 11 new confirmed #COVID19 cases on Sep 7, bringing the total number of infections in the city to 4,889: NHC https://t.co/od1CDBo9nl "	9/7/20
"Apple Daily's founder, secessionist Jimmy Lai, offered a 22% discount to sell his property in Hong Kong's Tai Ping Industrial Center, at HK$129 million. Lai has been trying to liquefy the property, but it has not been sold since being put on the market in August: HK media https://t.co/TIGEsoykBe "	9/7/20
"Some #COVID19 patients initially tested negative for the #coronavirus in their respiratory samples, however, the samples taken from their #intestines and #feces tested positive, including some infants' feces that tested positive for 36 days consecutively: #CU Medicine Hong Kong. https://t.co/3WoshzQkFe "	9/7/20
"#HongKong reported 21 new confirmed #COVID19 cases on Sep 6, bringing the total number of infections in the city to 4,878: NHC https://t.co/KHT7Jv3XOU "	9/6/20
Hong Kong's anti-government lawmakers such as Leung Kwok-hung and Raphael Wong were among those arrested for illegal assembly: HK police https://t.co/tP7s1iduyG 	9/6/20
"#JUSTIN: .@hkpoliceforce just confirmed that it arrested #HongKong anti-government figure Tam Tak-chi, who has been accused of instigating anti-government protests and thus violating #NationalSecurityLaw for HK. https://t.co/U0qRtvd1G8 "	9/5/20
Hong Kong police on Sunday said they will deploy sufficient forces and raise alert in order to immediately and resolutely enforce law as illegal gatherings are reportedly being organized for Sunday in Kowloon. https://t.co/slBwyzEfCx 	9/5/20
"#HongKong reported 7 new confirmed #COVID19 cases on Sep 5, bringing the total number of infections in the city to 4,857: NHC https://t.co/kjlfpL269y "	9/5/20
"Spokesperson for China's Permanent mission to the @UN at Geneva said remarks from @UN_HRC Special Procedure Mandate Holders about the National Security Law for #HongKong, are malicious accusations based on fake information and unfounded speculations, and China rejects them. https://t.co/vppattvJYg "	9/4/20
In pics: COVID-19 testing center at gymnasium in Hong Kong. https://t.co/j3epJgVRiW https://t.co/RB5h9wvV9x 	9/4/20
"#HongKong reported 12 new confirmed #COVID19 cases on Sep 4, bringing the total number of infections in the city to 4,851: NHC https://t.co/0um8HctMzw "	9/4/20
Police in #HongKong confirmed that a Japanese man was arrested on Aug 31 for suspected possession of imitation firearms. The Japanese authority said on Thu it is confirming the identity of the man and reason for the arrest. https://t.co/LyZ66Am6VB 	9/3/20
"#HongKong reported 8 new confirmed #COVID19 cases on Sep 3, bringing the total number of infections in the city to 4,839: NHC https://t.co/u5tXbKI13N "	9/3/20
"Over 34 million people in #Shanghai have used the health code which is based on big data so far, accounting for over 1.26 billion times in total. The number of users from #HongKong, #Taiwan, #Macao and other overseas users has reached 232,000. https://t.co/WsJKKyQDRr "	9/3/20
"With the nucleic acid testing scheme in #HongKong in full swing, another 89 support staff from mainland cities arrived in #HK Wed night to assist with the ongoing testing program, for which nearly 800,000 residents have registered. https://t.co/vKdBKC8OMK "	9/3/20
"#HongKong reported 8 new confirmed #COVID19 cases on Sep 2, bringing the total number of infections in the city to 4,830: NHC https://t.co/YiwL37D8eV "	9/2/20
"Amid growing debate over #CarrieLam’s claim that “separation of powers” never existed in #HongKong,” experts praised her remarks as significant remedial lessons for #HK people who lack understanding of the constitutional order of the city. https://t.co/2LxQCngQfB https://t.co/eARZE3ce7F "	9/2/20
"Despite the #COVID19 pandemic and the US tech war, #China remains in 14th place on the #GlobalInnovationIndex2020 and is the only middle-income economy in the top 30. China’s #HongKong SAR moved up to 11th from 13th in 2019. https://t.co/SqLl04kpq3 https://t.co/raLMUbZEvE "	9/2/20
#HongKong has called off the annual fireworks display on October 1 to mark China's National Day due to concerns over public security amid #COVID19. It's the fourth cancellation in the past 10 years. https://t.co/cfQxBrd5fc 	9/2/20
#HongKong secessionist Baggio Leung’s appeal over the 2016 case of unlawful assembly inside the Legislative Council of #HKSAR was rejected by High Court on Wednesday. He was ordered to serve 4-week jail sentence immediately. https://t.co/MXRVbL9GpT 	9/2/20
"Shenzhen sends out a clear signal to attract #HongKong/Macao investors by rolling out business-prone regulations for investors in the Qianhai/Shekou #FTZ, at a time when HK/Macao investors are already itching to enter the mainland markets. https://t.co/i2oF9AtGgQ "	9/2/20
"#HongKong reported 12 new confirmed #COVID19 cases on August 31, bringing the total number of infections in the city to 4,822: NHC https://t.co/iokAEvvbvo "	9/1/20
"Incident in which pregnant woman was pushed down at illegal assembly where at least 14 people were arrested in #HongKong on Monday may be ""staged"" by opposition camp to smear police with claims of ""brutal"" law enforcement, a classic trick. https://t.co/wX6XMEJdQd https://t.co/WcDxFiASYq "	9/1/20
"Carrie Lam, CE of #HKSAR govt, along with other #HongKong officials took nucleic acid test this morning at headquarters of #HKSAR govt. Some local officials who took throat swabs told Global Times that the process was easy, and they didn’t feel any discomfort. https://t.co/MjEIwO9BCN "	9/1/20
"Video captured #HongKong residents waiting patiently for their #COVID19 nucleic acid tests on Tue. As of Tue afternoon, more than 615,000 residents had signed up for the free test, while 70% of the 141 testing centers were fully booked. https://t.co/64WLS5MiSm "	9/1/20
"#HongKong is currently the world’s 2nd largest biotechnology funding center, and looks set to become No. 1 in the next decade, said Charles Li, #HKEX chief executive, at an online forum on Tue: media reports https://t.co/BZXDeHeXzh "	9/1/20
"#HongKong has no “separation of powers,” and a high degree of autonomy does not equate to full autonomy: HK Chief Executive Carrie Lam https://t.co/4fNBBpx6HK https://t.co/G04fRx3Y5w "	9/1/20
"More than 10,000 #HongKong residents have completed community-based nucleic acid testing: HKSAR govt chief Carrie Lam https://t.co/9OF3RNSvFX "	8/31/20
"#HongKong reported 9 new confirmed #COVID19 cases on August 31, bringing the total number of infections in the city to 4,810: NHC https://t.co/APZTQSPE6b "	8/31/20
"The final competition of the 2020 Miss Hong Kong Pageant was broadcast in #HongKong on Sunday, sparking discussion on social media in the Chinese mainland with lots of netizens joining in on the debate as to who should win. https://t.co/p50MNemL5n https://t.co/enAKI4Q7Vg "	8/31/20
#HongKong Secretary for Education Kevin Yeung Yun-hung said face-to-face classes are scheduled to resume from Sep. 23 and 29 in two phases as #COVID19 #epidemic ebbs. https://t.co/2AQIlj92mX 	8/31/20
"Yum China, operator of KFC and Pizza Hut in Chinese mainland, has passed a hearing from the Hong Kong Stock Exchange (HKEX) for a secondary stock listing, according to information published on HKEX. https://t.co/KLKBptMxc6 "	8/30/20
"#HongKong reported 15 new confirmed #COVID19 cases on August 30, bringing the total number of infections in the city to 4,801: NHC https://t.co/KOZVWhq9iG "	8/30/20
"Three government organs condemned some very few opposition’s move of smearing mainland’s efforts to help #HongKong carry out the mass nucleic acid testing program, saying the voices ""despicable"" and ""malicious."" https://t.co/X2jwLoqR5D https://t.co/047MDvNa9i "	8/30/20
"First cross-listing of exchange-traded #funds approved by security regulators of Chinese mainland and #HongKong SAR. Analysts say the move will provide more choices for investors, facilitate two-way #investment.  https://t.co/1EibuN46Cb https://t.co/XgiWyUeWpN "	8/30/20
"#HK-America Center, a US-backed pro-secessionist organization founded in 1994, announces official closure, a development seen by observers as sign of US failure in messing around in #HongKong. https://t.co/x6E5nlIP73 https://t.co/Pp5BaGJK5C "	8/30/20
"More than 340,000 citizens had signed up for nucleic acid testing as of Sun morning in Hong Kong, which is to start citywide testing starting from September 1. https://t.co/m1gyzgTBLz "	8/30/20
"Queues at Hong Kong’s nucleic acid testing centers cannot be compared to crowds gathered for LegCo elections, as size of former is strictly controlled while the election must be completed in one day and thus poses greater virus risk, #HK govt explained. https://t.co/CKimDeMaO2 https://t.co/UrunFSmzg9 "	8/30/20
"#HongKong reported 18 new confirmed #COVID19 cases on August 29, bringing the total number of infections in the city to 4,786: NHC https://t.co/YBZtjMvMbs "	8/29/20
"Chief Executive of the Hong Kong Special Administrative Region (HKSAR) Carrie Lam visits the Fire Eye Laboratory at Sun Yat Sen Memorial Park Sports Center in Hong Kong, south China, Aug. 28, 2020. https://t.co/28rKU4cJFv https://t.co/afelHCKcRS "	8/28/20
Another over 160 members of the mainland nucleic acid testing team have arrived in Hong Kong Friday for the Universal Community Testing Program (UCT Program) that starts on Sept. 1. https://t.co/9yhwPujhsr https://t.co/PBCPI2VhCZ 	8/28/20
"#HongKong reported 13 new confirmed #COVID19 cases on August 28, bringing the total number of infections in the city to 4,769: NHC https://t.co/7adozXooMP "	8/28/20
