tweet	date
A Chinese mainland spokesperson on Wed urged Taiwan's Democratic Progressive Party (DPP) authority to immediately stop political manipulation over #HongKong issue, adding DPP authority's real intention is to make chaos in HK and seek "Taiwan independence," which is doomed to fail https://t.co/ge5QOVQv1S 	2020-08-12
#PeoplesDailyComments: There is only one China in the world, and Taiwan is an inseparable part of the Chinese territory. Any attempt that denies and challenges the “one-China principle” is doomed to fail. https://t.co/1nqzFyEueg https://t.co/Qtd6BsXPyN 	2020-08-11
China's Foreign Ministry on Monday reiterated that China firmly opposes any official interactions between the U.S. government and Taiwan after U.S. Health Secretary Alex Azar met the island's leader Tsai Ing-wen. https://t.co/sEkubKzTgM https://t.co/JbITrj1suD 	2020-08-10
Chinese defense minister Wei Fenghe stated China's stance on #SouthChinaSea, Taiwan &amp; US stigmatization of China and urged the US side to stop erroneous deeds and avoid taking dangerous moves that may escalate the situation in a phone call w/ his US counterpart Mark Esper on Thur https://t.co/Ma8DcwxysK 	2020-08-06
#China has lodged solemn representations in Beijing and Washington with the #US over US health secretary Alex Azar's upcoming visit to #Taiwan and urged the US not to send the wrong signals to #Taiwan secessionists: Chinese foreign ministry https://t.co/36FInBX6Uk 	2020-08-05
China's national observatory on Sunday issued a blue alert for #TyphoonHagupit, which is expected to bring gales and torrential rains to sea areas east of Taiwan, parts of the East China Sea and some coastal areas of Guangxi Zhuang Autonomous Region. (file pic) https://t.co/OPF1DVKoAf 	2020-08-02
Audio released on Saturday showing a Chinese naval aviation jet drove away an intruding US military plane approaching #Taiwan airspace on July 23. https://t.co/5UYmxnBV3K 	2020-08-01
Lee Teng-hui, former leader of SE China's #Taiwan, died of illness on July 30 at the age of 97, the Taipei Veterans General Hospital said. https://t.co/Y33YRyrmLq 	2020-07-30
4 people were found dead while 4 others remained missing after a mainland sand carrier capsized in the waters of Penghu archipelago on Sunday evening, SE China's Taiwan's coast guard authority said Monday. https://t.co/K2SFcJ3Fk8 	2020-07-27
#BREAKING: A 5.5-magnitude #earthquake jolted coastal waters of #Hualien County in SE China's #Taiwan with a depth of 50 km, according to the China Earthquake Networks Center (CENC). https://t.co/oQ1iCtlmGc 	2020-07-26
Chinese President #XiJinping Tuesday expressed gratitude to state-owned, private, foreign-funded enterprises, as well as HK, Macao, Taiwan-invested companies for their contributions to epidemic prevention and economic and social development work. https://t.co/Rw0Z4JBizt 	2020-07-21
A military #helicopter crashed at an airbase in #Hsinchu, SE China's #Taiwan on Thursday, killing the pilot and co-pilot, a military source said. The helicopter had returned from a drill to the base before the accident happened. https://t.co/Q53R2R7H5I 	2020-07-16
The Chinese defense ministry on Wednesday voiced strong dissatisfaction and opposition as to the recent approval by the US Department of State of a $620 million upgrade package for the Lockheed Martin-built PAC-3 #missile system to #Taiwan. https://t.co/NJMQGgMlT6 	2020-07-15
China decides to impose #sanctions on U.S. company Lockheed Martin, the main contractor involved in the latest arms sales plan to #Taiwan, as a necessary move to safeguard national interests, Foreign Ministry announced on Tuesday. https://t.co/8rtLfmWlZb 	2020-07-14
#China will impose sanctions on US manufacturer Lockheed Martin over #US arms sale to #Taiwan region, announced Chinese Foreign Ministry spokesperson Zhao Lijian at a press conference on Tuesday. https://t.co/St7tQq5f3B 	2020-07-14
Born in Taipei, SE China’s Taiwan, giant panda Yuanzai celebrated her 7th birthday on Monday blessed with wishes from both sides of the Taiwan Straits. She even got a special cake! https://t.co/RsEaFQCXE6 	2020-07-06
The DPP's unreasonable suppression on the normal reporting of mainland media and reporters has exposed the hypocrisy of their self-styled advocating of press freedom, the State Council Taiwan Affairs Office said Fri, urging them to stop their unreasonable activities. https://t.co/qoCyY3nswR 	2020-07-03
Giant panda Yuan Yuan, one of a panda pair from the Chinese mainland, gave birth to her second cub at Taipei Zoo in #Taipei, southeast China’s #Taiwan, on Sunday, the city zoo said. https://t.co/DvXGLBe5od https://t.co/Qfni6Dm7RL 	2020-06-29
Separatists in China's #Taiwan must "step back from the brink,” as some groups are provoking confrontations across the Taiwan Strait, the Taiwan Affairs Office of the State Council said Fri, warning they will be punished severely if they break the law. https://t.co/L2jP3Mfme9 	2020-06-12
The US military aircraft's flight over island of Taiwan on Tuesday jeopardized China's sovereignty, security and development interests, and was an illegal and provocative act. We resolutely oppose such act: State Council Taiwan Affairs Office https://t.co/EOXIyoxrlW 	2020-06-11
The US took a series of actions flouting intl code of conduct during #COVID19 pandemic. Here are some close-up comparisons between intl laws and US acts. 	2020-06-04
China's #HongKong Special Administrative Region will extend mandatory #quarantine for all inbound travelers from the mainland, #Macao SAR and #Taiwan. The quarantine, scheduled to expire on June 7, will be extended for another month to July 7, said HK government on Tuesday https://t.co/U8h9TuyXMs 	2020-06-02
Attempts by #Taiwan's legislature to interfere in #HongKong affairs are doomed to fail, remarked Ma Xiaoguang, spokesperson for the Taiwan Affairs Office of the State Council, in response to a so-called "statement" by the island's legislature. https://t.co/xHVDKJIm0g 	2020-05-30
China will promote the peaceful reunification of the country, Premier Li Keqiang said Thursday in response to a question related to Taiwan. #TwoSessions2020 https://t.co/sAaCks8BTX 	2020-05-28
U.S. should immediately stop arms sales to Taiwan and cease military contacts with the island, said China's Defense Ministry spokesperson Wu Qian, adding  Chinese PLA will take all necessary measures to resolutely safeguard China's national sovereignty and territorial integrity. https://t.co/cZrsyOfjrI 	2020-05-24
No individual or force can stop the reunification of the two sides of the #Taiwan Strait 	2020-05-24
Meet this 95-meter-tall Taiwania, growing in the SW China's Yunnan province. It is reportedly the tallest of its kind in Eurasia. https://t.co/CAHG94r88B 	2020-05-23
China will resolutely oppose and deter any separatist activities seeking "Taiwan independence," said a government work report on Friday. #TwoSessions2020 https://t.co/XcLv6EdrxD 	2020-05-21
China firmly opposed the US plan to sell arms to Taiwan and has lodged stern representations with the US side, FM spokesperson Zhao Lijian said Thursday in response to the US planned sale of $180 million of torpedoes to Taiwan. https://t.co/p6bh73C1nx 	2020-05-21
National reunification is critical to the rejuvenation of the Chinese nation and cannot be stopped by anyone or any force, a mainland spokesperson said Wed when asked to comment on what Taiwan's leader Tsai Ing-wen said about cross-Strait relations in her address earlier the day. https://t.co/HoctnDj71A 	2020-05-20
A 5.4-magnitude #earthquake hit Taidong County, China's Taiwan at 11:24 a.m. Sunday (local time), with a depth of 40 km, according to the China Earthquake Networks Center (CENC). https://t.co/v2JCsql3xb 	2020-05-02
The attempt by a certain "Taiwan independence" group to push for the so-called "constitutional referendum" in Taiwan goes against the tide of history and will only lead to a dead-end, a mainland spokesperson said on Tuesday. https://t.co/s8LIW2PdhR 	2020-04-28
Chinese mainland to suspend students at various academic levels from going to Taiwan for further studies this year due to #COVID19 epidemic prevention and control measures and cross-Strait relations; students already in Taiwan can continue their studies: Education Ministry, Thur. https://t.co/vIcPu3k8Kc 	2020-04-09
China resolutely opposes the so-called “Taiwan Allies International Protection and Enhancement Initiative (TAIPEI) Act of 2019” signed by US President Donald Trump, saying it severely violates the #OneChina Principle and the three China-US joint communiques: Foreign Ministry, Fri https://t.co/WCrurS02fr 	2020-03-27
#Macao will ban all visitors from the Chinese mainland, the Hong Kong SAR and Taiwan who have traveled overseas from entering the region starting Wednesday, Ho Iat Seng, chief executive of the Macao SAR, said on Tuesday. #COVID19 https://t.co/rQtKkQbpGl 	2020-03-24
In a bid to curb the spread of #COVID19, #Taiwan authorities announced Wednesday that no one but Taiwan residents shall be allowed to enter the region starting Thursday https://t.co/kbKQz7AYQS 	2020-03-18
Another person was confirmed to be infected by novel #coronavirus in SE China's #Taiwan on Wed, raising the total number of #COVID19 cases to 23, according to the island's epidemic monitoring agency https://t.co/8kCZ3KJxDL 	2020-02-19
Taiwan reports its first death from #coronavirus – a man over 60 with no recent travel history, according to local media. Two new confirmed cases have also been reported, bringing the total number on the island to 20. https://t.co/E8HCAWaEw2 	2020-02-16
#BREAKING: A 5.4-magnitude earthquake jolted Hualian, China’s Taiwan, at 19:00 on Saturday, with a depth of 10 km: CENC https://t.co/pW8qkov1TA 	2020-02-15
#LATEST on #COVID19 outbreak in China, as of Feb 14: 	2020-02-14
14 Chinese people (two from Chinese mainland, 11 from Hong Kong and one from Taiwan) onboard the #DiamondPrincess cruise ship infected with #COVID19, the Chinese embassy in Japan has confirmed. https://t.co/UGYsXdyScT 	2020-02-14
#LATEST on #COVID19 outbreak in China, as of Feb 13: 	2020-02-13
A 4.5-magnitude #earthquake hit Hualien County in SE China's Taiwan at 01:49 a.m. Thursday (local time), according to the China Earthquake Networks Center (CENC). https://t.co/C5Q1ze2Tn1 	2020-02-13
#LATEST on #COVID19 outbreak in China, as of Feb 12: 	2020-02-13
Chinese mainland's 1st #Taiwan patient confirmed of novel #coronavirus pneumonia (#COVID19) was discharged from a hospital in Shenzhen on Wed after recovery. The patient worked in #Wuhan and took a flight to Shenzhen on Jan. 18 (file pic) https://t.co/GRlUD0VQeU 	2020-02-12
#LATEST on #CoronavirusOutbreak in China, as of Feb 11: 	2020-02-11
#LATEST on #CoronavirusOutbreak in China, as of Feb 10: 	2020-02-10
#LATEST on #CoronavirusOutbreak in China, as of Feb 9: 	2020-02-09
Taiwan confirmed the 18th novel #coronavirus pneumonia case, also the first without symptoms, the island's epidemic monitoring agency said Sunday. Taiwan now has 152 suspected cases under quarantine. https://t.co/xIJ55UgPuR 	2020-02-09
#LATEST on #CoronavirusOutbreak in China, as of Feb 7: 	2020-02-07
#LATEST on the #coronavirus outbreak in #China, as of Feb 6: 	2020-02-06
Any attempt to use the novel coronavirus to plot "Taiwan independence" is doomed to fail, Taiwan Affairs Office said Thursday. Taiwan's ruling DPP and separatist forces are stirring up the issue of Taiwan joining WHO and trying to use the virus to broaden its international space. https://t.co/beqc97M98f 	2020-02-06
#LATEST on the #coronavirus outbreak in #China, as of Feb 5: 	2020-02-05
#LATEST on the #coronavirus outbreak in #China, as of Feb 4: 	2020-02-04
#LATEST on the #coronavirus outbreak in #China, as of Feb 3: 	2020-02-03
A 4.6-magnitude #earthquake hit Hualien County in SE China's Taiwan at 01:02 a.m. Tuesday (local time), according to the China Earthquake Networks Center (CENC). https://t.co/Q8RyzZP9Z6 	2020-02-03
China closely monitored the US warship’s passage through the Taiwan Strait, a Chinese FM spokesperson said on Friday, and urged the US side to strictly abide by the three China-US joint communiques and properly handle Taiwan-related issues. (file pic) https://t.co/HcIv4vhwvf 	2020-01-17
Taiwan's DPP leader was warned not to be conceited. Taiwan has never been a country; it is an inalienable part of China. Anyone who wants to challenge this fact will end up being discredited, said a mainland official on Taiwan leader Tsai Ing-wen's remarks in an interview w/ BBC https://t.co/koaIRANiRn 	2020-01-16
Beijing on Wed reiterated that the recent Taiwan leadership election result does not change the fact the island is an inalienable part of China, days after Taiwan leader Tsai Ing-wen secured a second term, a spokesperson for the Taiwan Affairs Office said. https://t.co/ekrLDD70Rj 	2020-01-15
The foreign ministry on Sun urged the global community to continue abiding by the one-China principle after the Taiwan leadership election, adding that no matter what happens in Taiwan, the fact that there is only one China in the world and Taiwan is part of China will not change https://t.co/GqZ5gU73B2 	2020-01-11
#Breaking: Taiwan leader Tsai Ing-wen of the Democratic Progressive Party (DPP) won a second term over her opponent, Han Kuo-yu of the Kuomintang (KMT). https://t.co/tYaTZBFf7T 	2020-01-11
Taiwan residents began voting in the island's leadership and legislature elections at 8 a.m. Saturday. Voting results are expected to be announced Saturday evening https://t.co/Jg779wOxp4 	2020-01-10
Three top #Taiwan military officials remain missing after a UH-60M Black Hawk helicopter made an emergency landing on Thursday morning, with 13 people on board, local authorities confirm; ten people have been successfully rescued (file photo) https://t.co/BSBqDHBGO5 	2020-01-01
A Chinese mainland spokesperson on Tuesday strongly condemned Taiwan's Democratic Progressive Party (DPP) for creating "green terror" on the island, undermining the exchanges and harming the feelings of the people across the Taiwan Strait. https://t.co/jVP18tFUoH 	2019-12-31
An amendment to the law on the protection of investments by compatriots from Taiwan, which simplifies the procedures by removing the requirement of government examination, approval and filing, was adopted in Beijing on Saturday to welcome more investment from Taiwan. https://t.co/GZ4LfVVXW2 	2019-12-28
China’s 1st domestically made #AircraftCarrier, Shandong, sailed through the #Taiwan Strait on Thursday afternoon, SE China's Taiwan media reported https://t.co/xpoKGPlRgJ 	2019-12-26
Enterprises from China's Taiwan will embrace more business chances in the Chinese mainland. China's State Council Taiwan Affairs Office on Wednesday elaborated on the 26 measures unveiled last month, which aimed at promoting economic and cultural exchanges across Taiwan Strait. https://t.co/957GUjRf9k 	2019-12-11
The Chinese character "乱"(luan) or #chaos, has been voted to be the most representative word of the year 2019 by people of SE China's #Taiwan https://t.co/PUcRRMTEU9 	2019-12-07
Seven crewmembers have been rescued and two remain missing after a Taiwanese cargo ship sank off the coast of the Chinese mainland province of Fujian Wednesday night, following a collision with an unidentified vessel. Rescue work is still underway. https://t.co/pJewWlW87U 	2019-11-21
#Video: China’s first home-built aircraft carrier sailed through the Taiwan Straits on Sunday to conduct scientific research tests and routine training in relevant waters of the #SouthChinaSea https://t.co/ANe3KrKvhB 	2019-11-18
China's first domestically built aircraft carrier on Sunday passed through the Taiwan Straits for scientific research and routine drills in the South China Sea, according to a spokesperson of China's navy. (file pic) https://t.co/UotDs3OCEA 	2019-11-17
Three Taiwan residents were under investigation on suspicion of jeopardizing national security, Taiwan Affairs Office of the State Council said on Wed https://t.co/65HtJeW1Pr 	2019-11-12
Chinese mainland on Monday unveiled measures to further promote economic and cultural exchanges and cooperation across the #Taiwan Strait, known as the "26 measures," effective from the day of its promulgation. https://t.co/0dWKlLzCeY 	2019-11-03
Chinese mainland has removed 37.53 billion yuan (5.32 billion U.S. dollars) of #tariffs from goods of SE China's #Taiwan as of June this year, a mainland spokesperson said Wednesday https://t.co/dhL9WGI2wy 	2019-10-30
Chan Tong-kai, the suspect of a homicide case in #Taiwan and whose case triggered extradition bill protest in #HongKong, was released on Wednesday from HK prison, saying he is willing to surrender to Taiwan https://t.co/vv6l4t5WJB 	2019-10-23
Chan Tong-kai (L), the #HongKong resident accused of killing his girlfriend in Taiwan, which then prompted the Hong Kong SAR government to introduce the controversial fugitive bill, was released from prison on Wednesday. https://t.co/WVBXpSUW1D 	2019-10-22
The #HongKong Special Administrative Region (HKSAR) government said on Sunday that it hopes Taiwan will receive the self-surrendered suspect of a homicide case and it will offer all necessary assistance within its legal limits. https://t.co/E02UMFdjrr 	2019-10-20
Hong Kongese murder suspect Chan Tong-kai is to surrender himself to Taiwan after killing his pregnant girlfriend. #HongKong government said the case was the reason for proposing extradition bill, which sparks months-long unrest. https://t.co/x2kMVtIGO6 https://t.co/dQGJL6Mvzp 	2019-10-18
A 5.1-magnitude #earthquake jolted waters off #Hualien County in SE China's Taiwan at 7:44 p.m. with a depth of 16 km, according to the China Earthquake Networks Center https://t.co/akvOMc0fMn 	2019-10-17
Beijing and Prague in the Czech Republic has ended sister-city relations after Prague council's improper remarks and wrong actions on Taiwan and Tibet issues, Beijing's Foreign Affairs Office announced in a statement on Wednesday https://t.co/WWbc399gaT 	2019-10-10
All of the dead bodies of the six victims in the bridge collapse in Yilan county, China’s Taiwan were found on Thur, with three of them were from Indonesia and the others from Philippines. There were another 12 injured in the incident. https://t.co/9ZLFbT09PX 	2019-10-03
Bridge collapses in Yilan county, SE China's Taiwan with at least 12 injuries on Tuesday morning. https://t.co/yx93uHOqzD 	2019-10-01
JUST IN: A bridge in Yilan county, China's #Taiwan, collapsed on Tue, injuring at least 14 people https://t.co/qRKoI6ZiIX 	2019-10-01
China activated a level-IV emergency response for typhoon Mitag on Sun. Mitag, the 18th typhoon this year, is forecasted to sweep Taiwan on Mon and move north to land in Zhejiang Province on Tue, which will bring heavy rain to coastal areas. (file pic) https://t.co/0qfxp5baWw 	2019-09-29
It is a correct decision made independently by #Kiribati to sever "diplomatic ties" with #Taiwan authorities, which is fully in line with the fundamental and long-term interests of Kiribati and its people: Chinese FM Wang Yi said in meeting with Kiribati's President Taneti Mamau https://t.co/CznOk1Y5B3 	2019-09-26
Taiwan's participation in int’l activities must be based on the #OneChina principle, a State Council Taiwan Affairs Office spokesperson said on Wed in response to the DPP’s claim that it failed to attend the ICAO assembly due to “pressure” from the mainland. https://t.co/XKdOxfD5ww 	2019-09-26
Solomon Islands' Minister of Foreign Affairs and External Trade Jeremiah Manele rebutted the claim on Sunday that Beijing is using "dollar diplomacy" to induce his country to break ties with Taiwan. His country's sovereign decisions "cannot be bought," he said. https://t.co/ZTW8K4rlvL 	2019-09-22
China highly appreciates Kiribati’s recognition of the #OneChina principle and its gov’t decision to cut so-called “diplomatic ties” with #Taiwan and restore diplomatic ties with the PRC, said a FM spokesperson on Fri. https://t.co/OpfIg2tZPk 	2019-09-20
#BREAKING: Kiribati on Fri cuts 'diplomatic ties' with #Taiwan : Media reports https://t.co/b4bRMYFS4j 	2019-09-20
China on Wed urged the US to properly handle Taiwan-related issues to avoid damaging China-US relations, a FM spokesperson said in response to reports that US VP Pence canceled a meeting with Solomon Islands PM after the nation broke so-called “diplomatic ties” with Taiwan on Mon https://t.co/QXOImbNTkw 	2019-09-18
DPP has been overconfident in their self-deceiving attempt to fiddle in international affairs, said Ma Xiaoguang, spokesperson for the State Council's Taiwan Affairs Office, on Thur, in response to Solomon Islands’ break of so-called “diplomatic ties” with Taiwan authorities. https://t.co/6ZA233BI1X 	2019-09-17
China highly appreciates the decision of the Solomon Islands’ government to recognize the #OneChina principle and break its so-called “diplomatic ties” with the Taiwan authorities, Foreign Ministry spokesperson Hua Chunying said on Monday. https://t.co/ieHAyaFRPO 	2019-09-16
#BREAKING: Solomon Islands cut "diplomatic ties" with the island of #Taiwan on Mon; Taiwan has 16 "diplomatic allies": media reports https://t.co/kva1RD0Tr0 	2019-09-16
The Chinese mainland will continue to implement its preferential policies to benefit Taiwan enterprises and compatriots, said a spokesperson for the Taiwan Affairs Office of the State Council on Wed. https://t.co/2sz4tp5NdD https://t.co/krbJeThP2J 	2019-09-11
The US is accountable for all consequences of its arms sales to China's Taiwan. It is a pity that the US repeatedly violated the #oneChina principle and three #China-#US joint communiques, MOD spokesperson said Thur, vowing to defeat any form of "Taiwan independence" https://t.co/iB6GvZPntI 	2019-08-29
What an incredible scene! Funnel-shaped tornado was spotted in SE China's Taiwan https://t.co/kgX6HfpBqs 	2019-08-28
It’s been over a year that SE China’s Fujian has supplied water stably and safely to Kinmen, an island in China’s #Taiwan, providing 3.9 million tonnes of water to alleviate water shortage for the locals since last August: Taiwan Affairs Office of the State Council. 💧🚰 https://t.co/yMPfxzppFd 	2019-08-24
#China on Wednesday vows to impose #sanctions on U.S. firms involved in the sale of F-16 fighter jets to #Taiwan https://t.co/9rVdEot05x 	2019-08-21
The Chinese mainland warned Taiwan's DPP authority to stop interfering in #HongKong affairs and its connivance towards the criminals, said State Council Taiwan Affairs Office spokesperson on Mon. "Such acts would make #Taiwan a haven sheltering criminals" https://t.co/ekLpmcEg2s 	2019-08-19
#BREAKING: A 5.0-magnitude earthquake jolted Hualian, China's Taiwan with a depth of 6km: CENC https://t.co/0D0TwD82zI 	2019-08-18
China lodged solemn representations to the #US on Fri against arms sales to #Taiwan, which violated the one-China principle and the three China-US joint communiques, in response to US's move on $8-bln-worth sale of F-16V fighters https://t.co/jzu2skPdxM 	2019-08-16
The Chinese mainland on Tue warned Taiwan’s Democratic Progressive Party (#DPP) authorities to keep their hands off #HongKong. Ma Xiaoguang, a spokesperson for the State Council Taiwan Affairs Office, made the remark following recent comments by DPP Chairman Cho Jung-tai. https://t.co/Yr2yDoCMaV 	2019-08-14
US fashion brand @Coach apologized on Mon for major designing errors and stressed that it respects Chinese sovereignty and territory integrity after it was found listing #HongKong and #Taiwan as countries for its products and on its website. https://t.co/zKSdBvZIP4 	2019-08-12
Hong Kong, Macao and Taiwan students traced their internship memories with the Internet and IT Industry Internship Program for #HongKong, #Macao and #Taiwan Undergraduates by Chinese mainland, as the program celebrated its 5th anniversary. https://t.co/uFYVEXwg8u 	2019-08-08
A Dream-Chasing Summer: Hong Kong, Macao and Taiwan students shared their fruitful experience they harvested during the internship in the internet and IT industry in the Chinese mainland. https://t.co/M8u8kxbOXp 	2019-08-08
JUST IN: The State Film Administration announced on Wednesday that mainland films and film industry talent will not attend the 56th Golden Horse Awards in Taipei, China's Taiwan. https://t.co/vB0fU1wSR8 	2019-08-06
#Opinion: Will the suspension of individual travel to China’s #Taiwan cause trouble for the mainland? https://t.co/9QE3ObolEu https://t.co/V2PQhiShw7 	2019-08-01
DPP has continuously promoted “Taiwan independence” activities, constantly inciting hostility and confrontation toward the mainland, seriously undermining the basis and conditions for mainland residents to visit Taiwan for individual travel: mainland’s #Taiwan affairs office https://t.co/jLPwRAJTkc 	2019-08-01
China thinks highly of the #Fiji govt for dealing with the Taiwan question under the #OneChina policy, a FM spokesperson said Thursday in response to its decision to change its office name for China’s #Taiwan, stressing that the one-China policy is the trend of the time. https://t.co/5bxXqJuMNe 	2019-08-01
JUST IN: The issuance of individual tourist travel visas to China's #Taiwan from 47 mainland cities will be suspended starting Aug 1, according to the mainland-based Association For Tourism Exchange Across The Taiwan Straits https://t.co/rfxGh10MOu 	2019-07-31
The Chinese Kuomintang (KMT) party Sunday nominated Kaohsiung Mayor Han Kuo-yu as the party's candidate for the 2020 Taiwan leadership election to be held next January. https://t.co/OXfaRKjNT3 	2019-07-28
A 4.0-magnitude #earthquake jolted Yilan County, China's Taiwan, at 14:39 local time on Friday, with a depth of 60 km, according to China Earthquake Networks Center. https://t.co/4HBMd4o8LL 	2019-07-26
China has been closely monitoring a US warship which passed through the #Taiwan Strait and urged the US to adhere to the #OneChina principle and China-US three joint communiqués and prudently handle Taiwan-related issues: Chinese FM, Thur (file pic) https://t.co/RTDv47BlYC 	2019-07-25
A Hong Kong man was detained for suspicious possession of explosive and offensive weapons by #HongKong police in an airport early Tuesday morning while attempting to flee to China's Taiwan, local police officer confirmed on Wed. (photo via Global Times) https://t.co/ov2ZagvxXm 	2019-07-24
White paper: 	2019-07-23
A 4.7 magnitude earthquake struck off the coast of Pingtung County, China's Taiwan, at 12:06 pm on Monday local time, according to the China Earthquake Networks Center. https://t.co/T5n42ODtyP 	2019-07-22
China’s first highway-railway cross-strait bridge saw all sections connected on Tuesday morning. The 16.34-km bridge will be open to vehicles in 2020. It also marks the closest cross-strait bridge to China’s #Taiwan. https://t.co/5TOoqrvF8A 	2019-07-16
.@honeywell says it has no "direct dealings" with Taiwan and sees "no reason" for sanctions after China said it will sanction US firms over Taiwan arms deal, a serious violation of the #OneChina principle (via @globaltimesnews) https://t.co/1hvCrzGkCR 	2019-07-16
China mulls sanctions on US companies involved in arms sales to China's #Taiwan in order to safeguard national interests, FM spokesperson said Mon. Neither the Chinese govt nor Chinese companies will conduct cooperation or business exchanges with those companies. https://t.co/hEZDCbrgLj 	2019-07-15
#China will impose sanctions on U.S. firms that sell weapons to #Taiwan, Chinese Foreign Ministry confirmed on Friday https://t.co/inhGO6iRtL 	2019-07-12
A direct passenger-cargo sea route opened Thursday linking Pingtan in SE China’s #Fujian and Kaohsiung in China’s #Taiwan to facilitate cross-Strait ferry and cargo services. Over 900,000 cross-Strait passengers have traveled between the two cities since 2011. https://t.co/TX5E7AHfEM 	2019-07-12
