tweet	date
Gigi Wu, a Taiwanese internet star famous for hiking mountains, has been found dead after falling into a gorge 100 feet deep, the island's state media reported https://t.co/Y7LV1FhllC https://t.co/1uqVZyA4F2 	2019-01-22
Taiwan's military held large-scale drills on its west coast Thursday amid growing tensions between the self-governed island and an increasingly belligerent Beijing https://t.co/tZbaftw0Z9 https://t.co/M1SKoyJwP3 	2019-01-17
China has made a series of ambitious military reforms and acquired new technology in recent years as it aims to improve its ability to fight regional conflicts over places like Taiwan, according to a new report from the US Defense Intelligence Agency https://t.co/cRTgeKqFNH https://t.co/qxXpdS2Daa 	2019-01-16
China has made a series of ambitious military reforms and acquired new technology in recent years as it aims to improve its ability to fight regional conflicts over places like Taiwan, according to a new report from the US Defense Intelligence Agency https://t.co/YQ4LvnWUc5 https://t.co/5jwUyZ2PIS 	2019-01-15
Xi Jinping has called on Taiwan to reject independence and embrace "peaceful reunification" with China https://t.co/PRAgHSB43s https://t.co/cT9nSySnyn 	2019-01-02
Inspired by the French movement, Taiwan's own "yellow vest" protests are expected to continue on Saturday, with anti-tax demonstrators preparing to take to the streets again https://t.co/9W3OZwkLxJ 	2018-12-21
Din Tai Fung has become the world's most famous purveyor of xiaolong bao, or pork soup dumplings. But will the Taiwanese restaurant chain win over London, a city increasingly spoiled for choice when it comes to authentic and good quality Asian cuisine? https://t.co/BpW3zgHqXY https://t.co/p4MF6Bhlbk 	2018-12-17
Taiwan voters reject same-sex marriage https://t.co/7gZqUhO0r2 https://t.co/1My9CL1bGY 	2018-11-25
In Taiwan, the Democratic Progressive Party's loss is China's gain and a setback for the US, writes Baohui Zhang for @CNNOpinion https://t.co/x1AbebafvA https://t.co/xUvSjDtkDX 	2018-11-25
Taiwanese voters rejected same-sex marriage in a referendum, dealing a blow to LGBT advocates who hoped the island would become the first place in Asia to allow same-sex unions. https://t.co/QqgkU42eTr https://t.co/I7iAzL9Am6 	2018-11-25
Taiwanese President Tsai Ing-wen resigns as head of party after losses in local elections https://t.co/TKFXiBjAs3 https://t.co/RqpL8hG3YN 	2018-11-24
Three referendum questions on same-sex marriage will be put to Taiwanese voters; 2 drafted by conservatives and 1 by LGBT activists. If one of the questions opposing it passes, the govt. could be compelled to enforce a law already ruled unconstitutional. https://t.co/eFYGwsvoGl 	2018-11-23
Fault lines between the US and China were on clear display as senior officials challenged each other over the South China Sea, Taiwan, religious freedom and trade just weeks before President Donald Trump is set to meet with President Xi Jinping https://t.co/21t7l2reJv 	2018-11-09
Taiwanese electronics manufacturer Foxconn is opening a new plant in Wisconsin. It's now denying reports that it will bring in Chinese workers to fill positions. https://t.co/dX7ob018gM https://t.co/WSuQhsPyjr 	2018-11-07
Super Typhoon Yutu has slammed into the US territory of the Northern Mariana Islands, destroying homes and cutting power, as it tracks northwest toward the Philippines and Taiwan https://t.co/bpsvOcakUl 	2018-10-25
Super Typhoon Yutu has slammed into the US territory of the Northern Mariana Islands, destroying homes and cutting power, as it tracks northwest toward the Philippines and Taiwan https://t.co/vhVxMpMt6m 	2018-10-25
The US Navy sailed two warships through the Taiwan Strait on Monday, a show of force that is bound to irritate Beijing and comes amid heightened US-China tensions https://t.co/ptz26G7gRD 	2018-10-23
The US Navy sailed two warships through the Taiwan Strait on Monday, a show of force that is bound to irritate Beijing and comes amid heightened US-China tensions https://t.co/lia8cAww4M 	2018-10-23
At least 18 people have been killed and 178 others injured after a train derailed in Yilan County in northeastern Taiwan, according to an update from the island's transport ministry https://t.co/iPYmc1IdJ7 https://t.co/WrO8uQx9r7 	2018-10-21
This private museum in Taiwan is home to the world's biggest and most comprehensive violin collection https://t.co/P1Sqz9wcUc https://t.co/aIIBBXwsec 	2018-10-04
US Vice President Mike Pence is set to ramp up Washington's criticism of Beijing in a speech on Thursday, accusing China of "reckless harassment" of US military forces in the South China Sea, and vowing to improve relations with Taiwan https://t.co/e8ym4EAA9S 	2018-10-04
This private museum in Taiwan is home to the world's biggest and most comprehensive violin collection https://t.co/JjcPrg7wX9 https://t.co/bWKBVyuTqt 	2018-10-03
3D gun creator wanted on child sex assault charge is arrested in Taiwan https://t.co/y8e1HVOw5U https://t.co/x9mECDmObI 	2018-09-22
This is what it's like to travel on Taiwan's stunning 106-year-old mountain railway https://t.co/NNnWk6E3EJ https://t.co/s9jkJ16xaM 	2018-09-18
China accuses Taiwan of manipulating students with sex to become spies https://t.co/eaSkBwdXrk https://t.co/g0PDOdWKLf 	2018-09-18
China accuses Taiwan of manipulating students with sex to become spies https://t.co/8dH0JasWqc https://t.co/7XBHd01k0K 	2018-09-18
China accuses Taiwan of manipulating students with sex to become spies https://t.co/hcfc3iLlX3 https://t.co/4V5Tzh6UrA 	2018-09-18
The United States has recalled its top diplomats from Dominican Republic, El Salvador and Panama for consultations over their recent decisions to no longer recognize Taiwan https://t.co/UcOrdoZ5BZ https://t.co/fFO7UrpQ44 	2018-09-07
Fire ripped through a hospital in Taiwan, killing at least nine people and injuring more than a dozen, authorities say https://t.co/dlcEYCkuw5 https://t.co/fhVnkpcz5t 	2018-08-13
This story has been updated to clarify that the two tourists involved were from Taiwan https://t.co/Zxe2VmHivy 	2018-08-13
Fire ripped through a hospital in Taiwan, killing at least nine people and injuring more than a dozen, authorities say https://t.co/bClyo1vKJh https://t.co/pyCXr6wXiZ 	2018-08-13
A fire ripped through a hospital in Taiwan, killing at least nine people and injuring more than dozen, authorities said https://t.co/EKPTzAakDv https://t.co/Liv305zAeQ 	2018-08-13
"Make no mistake: All bears are created equal in Taiwan and "Christopher Robin" is screening nationwide." 	2018-08-08
Watch the moment thousands of sardines jumped out of the water in a fishing port in Taipei, Taiwan https://t.co/H5O7PacaAS https://t.co/O881u2jpM6 	2018-07-29
Watch the moment thousands of sardines jumped out of the water in a fishing port in Taipei, Taiwan https://t.co/H5O7P9UzJk https://t.co/9vtKhs1CLc 	2018-07-28
China has demanded that American Airlines, Delta and United all change how their websites refer to Taiwan, or potentially face sanctions in one of the world's biggest markets for air travel https://t.co/gsLFmjGEFz 	2018-07-25
China has demanded that American Airlines, Delta and United all change how their websites refer to Taiwan, or potentially face sanctions in one of the world's biggest markets for air travel https://t.co/D9QoFHlDiR 	2018-07-25
Watch the moment thousands of sardines jumped out of the water in a fishing port in Taipei, Taiwan https://t.co/H5O7P9UzJk https://t.co/HmV3dgsmB2 	2018-07-24
Watch the moment thousands of sardines jumped out of the water in a fishing port in Taipei, Taiwan https://t.co/H5O7PacaAS https://t.co/FRGJrri6oH 	2018-07-23
Watch the moment thousands of sardines jumped out of the water in a fishing port in Taipei, Taiwan https://t.co/H5O7PacaAS https://t.co/EThv1mOU1f 	2018-07-23
US destroyers sail through Taiwan Strait in a move that could heighten tensions between Washington and Beijing https://t.co/zk1C0vvKkK https://t.co/Db6eHFxhq1 	2018-07-07
State Department has requested that US Marines be sent to Taiwan to help safeguard America's de facto embassy there, two US officials tell CNN https://t.co/hvjuEWr1RK 	2018-06-29
Swaziland is the only African country that still has strong diplomatic relations with Taiwan -- despite pressure from China https://t.co/6a7gF9McaE https://t.co/5s0qpoK6RO 	2018-06-13
A F-16 fighter jet crashed in mountains near Taipei after going missing during annual military drills that simulate a Chinese attack on Taiwan https://t.co/X8NZ4Zuw2d 	2018-06-05
A F-16 fighter jet crashed in mountains near Taipei after going missing during annual military drills that simulate a Chinese attack on Taiwan https://t.co/vvjZaTKn9k 	2018-06-05
Beijing's push to isolate Taiwan is gathering pace, with two of the island's few remaining allies switching allegiance to China in the past month https://t.co/SKZ3HCMxKw 	2018-05-29
Taiwan's President Tsai Ing-wen accused China of "serial acts of suppression" and "dollar diplomacy" after Burkina Faso became the second country in a month to break off diplomatic ties with the island in favor of Beijing https://t.co/84X7RRY75S https://t.co/tAJtTY8x5k 	2018-05-24
Gap has apologized for selling a T-shirt which didn't "reflect the correct map of China in the design," leaving out Taiwan and islands claimed by Beijing in the South China Sea https://t.co/PEWLECF7ii 	2018-05-15
Gap has apologized for selling a T-shirt which didn't "reflect the correct map of China in the design," leaving out Taiwan and islands claimed by Beijing in the South China Sea https://t.co/WRxHuedmJn 	2018-05-15
China's release of images reinforces vow to keep Taiwan as a territory https://t.co/kMuEgYx5Q1 https://t.co/rCmbIKDasj 	2018-04-29
China's release of images reinforces vow to keep Taiwan as a territory https://t.co/2S4xyD80uI https://t.co/Absuj7CZMu 	2018-04-29
Chinese President Xi Jinping has sent a clear message of Beijing's disapproval over growing ties between the United States and Taiwan by ordering live fire drills in the Taiwan Strait https://t.co/E6BvrqdNIw https://t.co/FBjm1wz182 	2018-04-16
Chinese President Xi Jinping has sent a clear message of Beijing's disapproval over growing ties between the United States and Taiwan by ordering live fire drills in the Taiwan Strait https://t.co/7Q7KN08Hmy https://t.co/KTPF63AGbZ 	2018-04-15
Taiwan-based company Foxconn makes another big move in the US with Belkin deal https://t.co/ndbT1YIgfX https://t.co/r6cvH0a5Lb 	2018-03-27
5 things for Tuesday: 	2018-03-20
"All acts and tricks to split the motherland are doomed to failure and will be condemned by the people and punished by history." 	2018-03-20
"All acts and tricks to split the motherland are doomed to failure and will be condemned by the people and punished by history." 	2018-03-20
5 things for Wednesday: 	2018-02-07
Dozens of people are missing following a deadly magnitude-6.4 earthquake in Taiwan that killed at least seven people and injured more than 250. It also damaged bridges and buckled roads in the east of the island. https://t.co/cXamIDXG0g https://t.co/WIlhkUXbTi 	2018-02-07
Dozens of people are missing following a deadly earthquake in Taiwan. The magnitude 6.4 quake struck 13 miles north of the city late on Tuesday, killing at least four people and injuring 243 people. @klustout has the latest: https://t.co/7v0YCJvTIe https://t.co/3VaJA8UjMi 	2018-02-07
Dozens of people are missing following a deadly earthquake in Taiwan, with more than 40 feared trapped in a multi-story building in the north-eastern city of Hualien that is tilting perilously https://t.co/8UXoQ2n1Av https://t.co/6iaNYnsAtO 	2018-02-07
Taiwan 6.4-magnitude earthquake | What we know 	2018-02-07
The US Defense Department mistakenly labeled Taiwan as part of China in its nuclear report https://t.co/dMiD3klQAa https://t.co/lrQ67aT8x5 	2018-02-06
The US Defense Department mistakenly labeled Taiwan as part of China in its nuclear report https://t.co/TNcm5i1qSS https://t.co/7TUNYGFsGY 	2018-02-05
Airlines cancel more than 200 flights over tensions between China and Taiwan https://t.co/859DadKMir https://t.co/ZGltMRHFQ5 	2018-01-30
Airlines cancel more than 200 flights over tensions between China and Taiwan https://t.co/AJeyfARI8s https://t.co/FrkPfRtmVY 	2018-01-30
China blocks Marriott for listing Tibet and Taiwan as countries https://t.co/oW5CJkNVnl https://t.co/PesPFL3B5u 	2018-01-11
Google to pay $1 billion to get its hands on smartphone expertise from struggling Taiwanese manufacturer HTC https://t.co/oUqkGJhkEx https://t.co/m2YyUgSSr7 	2017-09-21
Taiwanese electronics manufacturer Foxconn will get $3 billion to build a plant in Wisconsin https://t.co/5dC1DsSl0a https://t.co/D8u0ZJg2Xi 	2017-09-19
It's official: Taiwanese electronics manufacturer Foxconn will get $3 billion to build a plant in Wisconsin https://t.co/vk0nwwOGCI https://t.co/EhZmvsYE6Q 	2017-09-19
It's official: Taiwanese electronics manufacturer Foxconn will get $3 billion to build a plant in Wisconsin https://t.co/3mZxQ2lGVZ https://t.co/relYHd0JT6 	2017-09-19
It's official: Taiwanese electronics manufacturer Foxconn will get $3 billion to build a plant in Wisconsin https://t.co/UuJRCb8250 https://t.co/swanl3Mhhb 	2017-09-18
Taiwan to host LGBTQ show following landmark same-sex marriage ruling https://t.co/z1zQucR6bp via @CNNStyle https://t.co/oGDdiqUWnN 	2017-08-29
Three students in Taiwan created these popsicles from polluted waterways to highlight the importance of clean water https://t.co/nNTdL24cLf https://t.co/3POpn696p3 	2017-08-02
Three students in Taiwan created these popsicles from polluted waterways to highlight the importance of clean water https://t.co/KFzGYudOZd https://t.co/q68jtaZnju 	2017-08-01
China's ambassador to Washington: US decision to approve Taiwan arms undermines US-China relations https://t.co/bVHwKH6U7W https://t.co/PU2enkyvv4 	2017-06-30
A top court has cleared the way for Taiwan to recognize same-sex marriage https://t.co/eDgbpRHOpo https://t.co/eWdVgNAHlU 	2017-05-24
A top court has cleared the way for Taiwan to recognize same-sex marriage https://t.co/TQATdeifL5 https://t.co/qlh2TjX18R 	2017-05-24
JUST IN: Taiwan’s top court clears the way for the island to recognize same-sex marriage https://t.co/Nu24fNoJJd https://t.co/OWgwY2yzlo 	2017-05-24
US President Donald Trump says he would consult with Chinese President Xi Jinping before speaking to Taiwan's leader https://t.co/YTquzPhfYI https://t.co/cUI007c6sb 	2017-04-28
US President Donald Trump says he would consult with Chinese President Xi Jinping before speaking to Taiwan's leader https://t.co/wwMp5bkchQ https://t.co/MAm14yzSYh 	2017-04-28
